,INSTNM,CITY,STABBR,ZIP,ACCREDAGENCY,INSTURL,PREDDEG,HIGHDEG,latitude,longitude,HBCU,MENONLY,WOMENONLY,ADM_RATE,ACTCMMID,SAT_AVG,Agriculture,Natural Resources,Architecture,Ethnic and Gender Studies,Communication Journalism,Communication Technologies,Computer and Info Sciences,Personal and Culinary Services,Education,Engineering,Engineering Technologies and Related Fields,"Foreign Languages, Literatures, and Linguistics",Consumer Science/Human Sciences,Legal Proffessions and Studies,English Lang/Lit,"Liberal Arts Sciences, General Studies, Humanities",Library Science,Bio-Med/Biology,Math/Stats,Military Technologies and Applied Sciences,Multi-Interdisciplinary Studies,Fitness Studies,Philosophy and Religious Studies,Theology and Religious Vocations,Physical Sciences,Science Technology / Technicians,Psychology,"Homeland Security, Homeland Security, Protective Services",Public Administration and Social Service,Social Sciences,Construction Trades,Mechanic Repair Technology/Technicians,Precision Production,Transportation and Materials Moving,Visual and Performing Arts,Health Professions and Related Programs,Business Management Marketing,History,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,CURROPER,COSTT4_A,TUITIONFEE_IN,TUITIONFEE_OUT,TUITFTE,PCTFLOAN,BOOKSUPPLY,ROOMBOARD_ON,OTHEREXPENSE_ON,ROOMBOARD_OFF,OTHEREXPENSE_OFF
3063,University of South Carolina Beaufort,Bluffton,SC,29909,Southern Association of Colleges and Schools Commission on Colleges,www.uscb.edu/,3,3,32.303308,-80.973595,0,0,0,0.6276,20,1023,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,1,1,2008,0.6001,0.2196,0.0847,0.0105,0.005,0.001,0.0493,0.0144,0.0154,0.116,1,24033,10730,21776,6668,0.6144,1260,8350,4020,8985,4697
3064,University of South Carolina-Columbia,Columbia,SC,29208,Southern Association of Colleges and Schools Commission on Colleges,www.sc.edu/,3,4,33.996788,-81.026935,0,0,0,0.6865,28,1289,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,2,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,2,2,1,27066,0.7559,0.0839,0.0504,0.0338,0.0018,0.0009,0.0399,0.026,0.0072,0.035,1,28059,12688,33928,13983,0.4497,1085,10670,4386,11239,4386
3069,Coastal Carolina University,Conway,SC,29526,Southern Association of Colleges and Schools Commission on Colleges,www.coastal.edu/,3,4,33.794995,-79.011767,0,0,0,0.6887,22,1097,0,0,0,0,1,0,2,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,2,2,1,9321,0.67,0.1803,0.0545,0.0085,0.004,0.0012,0.0473,0.0117,0.0225,0.0576,1,24325,11640,27394,13232,0.6184,1082,9502,3500,8848,3938
3070,South Carolina State University,Orangeburg,SC,29117-0001,Southern Association of Colleges and Schools Commission on Colleges,www.scsu.edu/,3,4,33.497968,-80.848722,1,0,0,0.6644,16,912,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,2,0,0,0,0,1,1,1,1,2122,0.0245,0.9491,0.0047,0.0014,0.0019,0.0005,0.0028,0.0005,0.0146,0.0773,1,30052,11060,21750,9643,0.7547,2000,9000,8000,10000,8000
3071,University of South Carolina-Upstate,Spartanburg,SC,29303-4999,Southern Association of Colleges and Schools Commission on Colleges,www.uscupstate.edu/,3,4,34.996403,-81.970583,0,0,0,0.5813,20,1023,0,1,0,0,2,0,2,0,1,1,2,1,2,0,2,2,0,1,1,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,1,2,1,1,5239,0.5026,0.3272,0.066,0.0273,0.0027,0.0008,0.0428,0.0157,0.0151,0.1277,1,24227,11558,23060,6428,0.5944,1600,8598,3637,10800,4665
3081,Winthrop University,Rock Hill,SC,29733,Southern Association of Colleges and Schools Commission on Colleges,www.winthrop.edu/,3,4,34.941515,-81.031404,0,0,0,0.6878,21,1067,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,4444,0.5533,0.3126,0.061,0.0126,0.0041,0.0014,0.0407,0.0137,0.0007,0.0479,1,28673,15806,30136,8783,0.6176,1200,9628,3120,7776,8260
3082,Wofford College,Spartanburg,SC,29303-3663,Southern Association of Colleges and Schools Commission on Colleges,www.wofford.edu/,3,3,34.959411,-81.933568,0,0,0,0.5983,28,1290,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1719,0.8005,0.0838,0.0442,0.0192,0.0012,0,0.0291,0.0198,0.0023,0.0058,1,59862,45710,45710,16938,0.416,1200,13225,2543,7677,3769
3084,Augustana University,Sioux Falls,SD,57197-0001,Higher Learning Commission,www.augie.edu/,3,4,43.525148,-96.736975,0,0,0,0.6691,26,1248,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1765,0.8482,0.0232,0.0312,0.0159,0.0079,0.0006,0.0159,0.0555,0.0017,0.0312,1,46888,33960,33960,14005,0.5971,1000,8378,4738,6843,6390
3086,Black Hills State University,Spearfish,SD,57799-9500,Higher Learning Commission,www.bhsu.edu/,3,4,44.494889,-103.870966,0,0,0,0.8394,21,1083,0,0,0,1,2,0,0,0,1,0,1,1,0,0,1,2,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,2416,0.8084,0.0124,0.0575,0.0091,0.0385,0.0008,0.0493,0.0137,0.0103,0.2248,1,20033,9009,12155,6134,0.4312,1200,7142,4500,7142,4500
3087,Dakota State University,Madison,SD,57042-1799,Higher Learning Commission,https://dsu.edu/,3,4,44.013014,-97.113358,0,0,0,0.774,22,1122,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,2,0,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,2067,0.822,0.0339,0.0426,0.0189,0.0106,0.0029,0.0416,0.0164,0.0111,0.2883,1,21799,9536,12606,8174,0.4333,1200,7033,4805,7231,5724
3088,Dakota Wesleyan University,Mitchell,SD,57301-4398,Higher Learning Commission,www.dwu.edu/,3,4,43.697432,-98.031188,0,0,0,0.667,22,1092,0,1,0,0,2,0,2,0,2,0,0,2,0,0,2,2,0,1,1,0,2,1,2,0,2,0,1,2,1,2,0,0,0,0,1,1,2,1,719,0.8428,0.0139,0.0723,0.0083,0.0181,0.0014,0.0278,0.0153,0,0.1266,1,37701,28750,28750,11610,0.8794,1000,7300,1850,8000,1850
3093,Mount Marty University,Yankton,SD,57078-3724,Higher Learning Commission,www.mountmarty.edu/,3,4,42.874475,-97.409904,0,0,0,0.7161,21,1072,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,601,0.7637,0.0532,0.0915,0.0067,0.0233,0.0017,0.0067,0.0349,0.0183,0.1364,1,40495,28126,28126,10272,0.4374,1200,8146,4426,8146,5138
3096,Northern State University,Aberdeen,SD,57401-7198,Higher Learning Commission,www.northern.edu/,3,4,45.450829,-98.484728,0,0,0,0.8446,22,1118,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,2,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,2,1,1383,0.8127,0.0217,0.0333,0.021,0.0224,0.0022,0.0419,0.0369,0.008,0.1504,1,20360,8750,11821,5770,0.2904,1200,8925,4200,8925,4200
3098,Presentation College,Aberdeen,SD,57401-1280,Higher Learning Commission,www.presentation.edu/,3,3,45.483339,-98.49129,0,0,0,0.9019,19,1045,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,2,1,0,555,0.6955,0.0973,0.0757,0.0144,0.0198,0.0036,0.0324,0.0396,0.0216,0.3532,1,33734,21375,21375,15107,0.8411,1240,9837,2900,8140,2900
3100,South Dakota School of Mines and Technology,Rapid City,SD,57701-3995,Higher Learning Commission,www.sdsmt.edu/,3,4,44.075439,-103.205753,0,0,0,0.766,27,1266,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2125,0.8311,0.0155,0.0551,0.0127,0.0094,0,0.0424,0.0264,0.0075,0.1242,1,24000,10770,15080,10207,0.4996,2040,8770,4400,8770,4400
3101,South Dakota State University,Brookings,SD,57007-1898,Higher Learning Commission,https://www.sdstate.edu/,3,4,44.317485,-96.782139,0,0,0,0.9004,23,1136,1,1,1,1,1,0,1,0,2,1,1,1,2,1,1,2,0,1,1,0,1,1,0,0,1,0,2,0,0,2,0,0,0,1,1,2,1,1,9034,0.8688,0.018,0.0252,0.0099,0.0107,0.0002,0.0229,0.0377,0.0064,0.1188,1,22858,9114,12589,8660,0.5219,1200,8105,3894,8726,4580
3103,University of Sioux Falls,Sioux Falls,SD,57105-1699,Higher Learning Commission,www.usiouxfalls.edu/,3,4,43.531574,-96.738229,0,0,0,0.9145,23,1136,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,2,2,1,1349,0.8347,0.0452,0.0208,0.0096,0.0059,0.0022,0.0593,0.0104,0.0119,0.106,1,29413,18910,18910,11166,0.7066,950,7550,3730,9130,4155
3108,University of South Dakota,Vermillion,SD,57069-2390,Higher Learning Commission,www.usd.edu/,3,4,42.786019,-96.925283,0,0,0,0.8638,22,1118,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,2,0,1,1,0,1,1,1,0,1,0,1,2,0,1,0,0,0,0,1,2,2,1,5998,0.8301,0.0347,0.042,0.0125,0.0152,0.001,0.0368,0.0205,0.0072,0.1926,1,22248,9332,12807,8665,0.5192,1200,8409,4458,8608,5795
3113,Austin Peay State University,Clarksville,TN,37044,Southern Association of Colleges and Schools Commission on Colleges,www.apsu.edu/,3,4,36.533319,-87.354081,0,0,0,0.9498,22,1104,1,0,0,0,2,0,2,0,1,1,1,1,0,0,1,2,0,1,1,0,0,2,1,0,1,0,1,2,1,2,0,0,0,0,1,1,2,1,8935,0.5744,0.2266,0.0877,0.016,0.0026,0.0021,0.0652,0.0056,0.0197,0.2489,1,21915,8303,13847,5021,0.4779,1550,11542,6317,11542,6317
3114,Baptist Health Sciences University,Memphis,TN,38104,Southern Association of Colleges and Schools Commission on Colleges,www.baptistu.edu/,3,3,35.138415,-90.027501,0,0,0,0.5956,22,1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,955,0.467,0.4063,0.0796,0.0168,0,0.001,0.0199,0,0.0094,0.5602,1,20430,12332,12332,15581,0.7509,940,3648,5426,6967,3957
3115,Belmont University,Nashville,TN,37212-3757,Southern Association of Colleges and Schools Commission on Colleges,www.belmont.edu/,3,4,36.135589,-86.794807,0,0,0,0.838,27,1253,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,6768,0.7989,0.0493,0.0637,0.0207,0.0034,0.001,0.0427,0.0078,0.0124,0.0343,1,52760,35650,35650,26421,0.4001,1400,12520,5025,12520,5025
3116,Bethel University,McKenzie,TN,38201,Southern Association of Colleges and Schools Commission on Colleges,www.bethelu.edu/,3,4,36.137848,-88.516762,0,0,0,0.9027,18,984,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,2,1,1,0,0,0,0,1,2,2,1,2355,0.5159,0.3151,0.0225,0.0034,0.0034,0.0008,0.0862,0.0378,0.0149,0.3045,1,31005,17010,17010,9303,0.5171,1200,9198,4620,9198,4620
3118,Carson-Newman University,Jefferson City,TN,37760,Southern Association of Colleges and Schools Commission on Colleges,www.cn.edu/,3,4,36.122934,-83.491709,0,0,0,0.6924,24,1164,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,2,1,1,1,1,0,2,0,1,1,0,0,0,0,1,2,2,1,1769,0.7841,0.0871,0.0447,0.0062,0.0068,0.0011,0.0237,0.0339,0.0124,0.0362,1,39968,28900,28900,10401,0.6263,1600,8724,3010,7508,3108
3120,Christian Brothers University,Memphis,TN,38104,Southern Association of Colleges and Schools Commission on Colleges,https://www.cbu.edu/,3,4,35.127437,-89.983241,0,0,0,0.5015,25,1205,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1444,0.347,0.2195,0.0762,0.0499,0.0055,0.0035,0.0512,0.0429,0.2043,0.0533,1,43782,33840,33840,13431,0.4649,1250,9143,3097,9143,3097
3127,Cumberland University,Lebanon,TN,37087,Southern Association of Colleges and Schools Commission on Colleges,www.cumberland.edu/,3,4,36.204514,-86.298782,0,0,0,0.6103,21,1061,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,2,1,1,1919,0.6175,0.112,0.0521,0.0125,0.0089,0,0.0021,0.0302,0.1647,0.0485,1,37286,24000,24000,7714,0.3684,1500,7720,6010,8200,6770
3128,Lipscomb University,Nashville,TN,37204-3951,Southern Association of Colleges and Schools Commission on Colleges,https://www.lipscomb.edu/,3,4,36.106253,-86.799791,0,0,0,0.6311,26,1234,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,2,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,2,1,2842,0.7354,0.0732,0.0749,0.031,0.0021,0.0014,0.0289,0.0352,0.0179,0.0581,1,46755,33424,33424,19717,0.4983,1500,13280,3250,10500,3500
3132,East Tennessee State University,Johnson City,TN,37614,Southern Association of Colleges and Schools Commission on Colleges,www.etsu.edu/,3,4,36.301643,-82.366954,0,0,0,0.8593,24,1156,0,0,0,1,2,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,10490,0.8109,0.0653,0.0322,0.0145,0.0021,0.0009,0.0396,0.0206,0.014,0.1235,1,22737,9259,27406,8901,0.4526,1276,8242,5385,8242,5385
3136,Fisk University,Nashville,TN,37208-4501,Southern Association of Colleges and Schools Commission on Colleges,www.fisk.edu/,3,4,36.167087,-86.804805,1,0,0,0.9341,21,1070,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,840,0.0048,0.8417,0.0107,0.0036,0,0,0.0179,0.056,0.0655,0.0214,1,37028,22132,22132,8430,0.8654,1800,11022,3000,11022,3000
3138,Freed-Hardeman University,Henderson,TN,38340-2399,Southern Association of Colleges and Schools Commission on Colleges,www.fhu.edu/,3,4,35.440611,-88.637964,0,0,0,0.8845,25,1196,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1348,0.8731,0.0408,0.0037,0.0052,0.0089,0.0015,0.0111,0.0104,0.0453,0.0378,1,34530,22950,22950,8858,0.4845,1300,7950,3750,4500,3000
3145,Johnson University,Knoxville,TN,37998,Southern Association of Colleges and Schools Commission on Colleges,johnsonu.edu/,3,4,35.937193,-83.750273,0,0,0,0.5327,22,1106,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,717,0.848,0.0404,0.0251,0.0014,0.0014,0,0.0223,0.0223,0.0391,0.1632,1,26719,16920,16920,11054,0.6401,1200,6946,2420,9812,3310
3147,King University,Bristol,TN,37620-2699,Southern Association of Colleges and Schools Commission on Colleges,https://www.king.edu/,3,4,36.585309,-82.159421,0,0,0,0.6207,23,1122,0,0,0,0,2,0,2,0,2,0,0,1,0,0,2,0,0,1,1,0,2,1,2,1,1,0,2,2,2,1,0,0,0,0,1,2,2,2,1561,0.8174,0.0621,0.0211,0.0102,0.007,0.0032,0.0077,0.0282,0.0429,0.048,1,42448,30616,30616,10293,0.6656,1520,9024,3570,6000,6760
3150,Le Moyne-Owen College,Memphis,TN,38126-6595,Southern Association of Colleges and Schools Commission on Colleges,www.loc.edu/,3,3,35.118641,-90.034101,1,0,0,0.8043,16,893,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,835,0.0036,0.9725,0.006,0.0012,0.0024,0,0,0.0144,0,0.103,1,17667,11196,11196,10789,0.8305,1250,6100,750,6100,2400
3151,Lee University,Cleveland,TN,37311,Southern Association of Colleges and Schools Commission on Colleges,www.leeuniversity.edu/,3,4,35.166019,-84.871399,0,0,0,0.8175,25,1169,0,0,0,0,1,0,1,0,2,0,0,1,0,0,1,2,0,1,1,0,1,1,2,2,1,0,1,0,0,1,0,0,0,0,1,1,2,1,4077,0.8278,0.0446,0.0155,0.0086,0.0039,0.0012,0.0356,0.0316,0.0312,0.0988,1,30309,18770,18770,11689,0.6635,1600,8325,3805,8325,3805
3152,Lincoln Memorial University,Harrogate,TN,37752-9900,Southern Association of Colleges and Schools Commission on Colleges,www.lmunet.edu/,3,4,36.578508,-83.660198,0,0,0,0.4958,22,1118,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,2,1,1,1911,0.8629,0.0654,0.0026,0.0136,0.0126,0,0,0,0.0429,0.2601,1,35342,22740,22740,25794,0.6641,1400,8250,5470,5000,6060
3154,Martin Methodist College,Pulaski,TN,38478-2799,Southern Association of Colleges and Schools Commission on Colleges,www.martinmethodist.edu/,3,4,35.201019,-87.035661,0,0,0,0.9866,20,1036,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,778,0.7211,0.1157,0.0334,0.0051,0.0039,0.0013,0.0308,0.0501,0.0386,0.0334,1,39812,24900,24900,10001,0.556,1500,8400,7500,8700,10500
3155,Maryville College,Maryville,TN,37804-5907,Southern Association of Colleges and Schools Commission on Colleges,www.maryvillecollege.edu/,3,3,35.751505,-83.964223,0,0,0,0.5557,24,1181,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1073,0.7596,0.0997,0.0606,0.0084,0.0047,0,0.0336,0.0177,0.0158,0.0112,1,48503,35578,35578,11108,0.7426,1244,11710,2784,11652,2784
3161,University of Memphis,Memphis,TN,38152,Southern Association of Colleges and Schools Commission on Colleges,www.memphis.edu/,3,4,35.118878,-89.938068,0,0,0,0.8475,23,1134,0,0,1,2,2,0,1,0,1,1,1,2,0,0,2,2,0,1,1,0,2,2,2,0,1,0,2,2,1,2,0,0,0,1,1,2,2,2,15568,0.4663,0.3614,0.0633,0.0373,0.0023,0.0005,0.0399,0.0141,0.0148,0.2271,1,23176,9912,13752,8055,0.5186,1600,10175,4699,10175,4699
3163,Middle Tennessee State University,Murfreesboro,TN,37132,Southern Association of Colleges and Schools Commission on Colleges,www.mtsu.edu/,3,4,35.848005,-86.360618,0,0,0,0.9371,23,1150,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,2,0,1,1,0,1,1,1,0,1,0,1,2,1,1,0,0,0,1,1,1,1,1,18093,0.6324,0.1927,0.0678,0.0382,0.0023,0.0007,0.0386,0.0261,0.0011,0.1329,1,20800,9070,27742,7235,0.4493,1260,8976,4212,8976,4212
3173,Rhodes College,Memphis,TN,38112-1690,Southern Association of Colleges and Schools Commission on Colleges,www.rhodes.edu/,3,4,35.154405,-89.990803,0,0,0,0.4471,30,1352,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1941,0.6569,0.0969,0.0654,0.0649,0.0015,0.001,0.052,0.0536,0.0077,0.001,1,62570,49198,49198,18583,0.3197,1125,11631,2619,11631,2619
3179,The University of the South,Sewanee,TN,37383-1000,Southern Association of Colleges and Schools Commission on Colleges,www.sewanee.edu/,3,4,35.204719,-85.920179,0,0,0,0.6671,28,1278,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1669,0.8238,0.0407,0.0527,0.0132,0.0006,0,0.0318,0.0371,0,0,1,60950,46472,46472,24929,0.3057,1200,13268,1750,13268,1750
3189,Tennessee Wesleyan University,Athens,TN,37303,Southern Association of Colleges and Schools Commission on Colleges,www.tnwesleyan.edu/,3,4,35.446331,-84.592728,0,0,0,0.6146,22,1111,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,2,1,1,1035,0.7121,0.1072,0.0464,0.0087,0.0019,0.001,0.0242,0.0599,0.0386,0.0686,1,33188,25150,25150,10252,0.6092,1400,8050,2500,7000,3500
3190,The University of Tennessee-Chattanooga,Chattanooga,TN,37403-2598,Southern Association of Colleges and Schools Commission on Colleges,www.utc.edu/,3,4,35.047519,-85.300247,0,0,0,0.8205,24,1168,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,10185,0.7544,0.0971,0.0558,0.0243,0.0018,0.0004,0.0266,0.0132,0.0264,0.0955,1,22483,9656,25774,6433,0.4687,1400,9500,4050,9500,4050
3191,The University of Tennessee-Knoxville,Knoxville,TN,37996,Southern Association of Colleges and Schools Commission on Colleges,www.utk.edu/,3,4,35.952082,-83.925852,0,0,0,0.7885,27,1276,2,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,2,1,0,0,0,0,1,2,1,1,23152,0.7843,0.0587,0.0466,0.0405,0.0017,0.001,0.0381,0.0121,0.017,0.051,1,31510,13264,31664,12064,0.3932,1598,11482,5666,11482,5666
3192,The University of Tennessee-Martin,Martin,TN,38238,Southern Association of Colleges and Schools Commission on Colleges,www.utm.edu/,3,4,36.340338,-88.864211,0,0,0,0.6449,24,1170,2,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,2,1,2,0,1,0,1,1,1,1,0,0,0,0,1,2,2,1,5227,0.7869,0.1343,0.0314,0.0065,0.0029,0,0.0274,0.0107,0,0.0926,1,20669,9748,15788,5022,0.4335,1400,6396,4170,7996,5518
3195,Tennessee Technological University,Cookeville,TN,38505-0001,Southern Association of Colleges and Schools Commission on Colleges,www.tntech.edu/,3,4,36.174754,-85.504039,0,0,0,0.7902,24,1187,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,2,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,8743,0.8382,0.0376,0.0373,0.0157,0.0016,0.0005,0.0423,0.0214,0.0055,0.088,1,24181,8934,24798,5991,0.4353,2300,8850,6350,8850,6350
3198,Tusculum University,Greeneville,TN,37743,Southern Association of Colleges and Schools Commission on Colleges,www.tusculum.edu/,3,4,36.172435,-82.760818,0,0,0,0.7237,21,1061,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,2,1,1260,0.6532,0.1373,0.0405,0.0024,0.0056,0.0008,0.0111,0.0786,0.0706,0.0952,1,38471,24860,24860,8673,0.5764,2964,9340,4808,9340,4808
3199,Union University,Jackson,TN,38305-3697,Southern Association of Colleges and Schools Commission on Colleges,www.uu.edu/,3,4,35.676896,-88.858524,0,0,0,0.5272,26,1235,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,2,2,1,2036,0.7348,0.1729,0.0196,0.0201,0.0133,0.001,0,0.0211,0.0172,0.1184,1,53086,33750,33750,14559,0.8054,1600,10400,9240,10100,9240
3204,Abilene Christian University,Abilene,TX,79699,Southern Association of Colleges and Schools Commission on Colleges,www.acu.edu/,3,4,32.468943,-99.709797,0,0,0,0.6148,25,1164,1,1,0,0,1,0,2,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,2,1,1,1,0,0,0,0,1,1,1,1,3503,0.6269,0.0865,0.1861,0.0128,0.004,0.0009,0.0454,0.0334,0.004,0.0454,1,49538,36300,36300,15991,0.5161,1250,11065,3272,11065,3272
3209,Angelo State University,San Angelo,TX,76909,Southern Association of Colleges and Schools Commission on Colleges,www.angelo.edu/,3,4,31.440914,-100.465051,0,0,0,0.7659,20,1038,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,2,2,2,0,0,0,0,1,1,1,1,5909,0.4635,0.0711,0.3882,0.0093,0.0037,0.001,0.0327,0.0294,0.001,0.0988,1,19924,7637,17765,6295,0.3458,1200,9130,3280,9130,3280
3213,Austin College,Sherman,TX,75090-4400,Southern Association of Colleges and Schools Commission on Colleges,www.austincollege.edu/,3,4,33.646345,-96.596331,0,0,0,0.5128,27,1233,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1293,0.4741,0.1021,0.2428,0.1268,0.0031,0.0031,0.0309,0.0116,0.0054,0.0023,1,54690,41155,41155,14066,0.5427,1250,12752,1400,9250,1580
3220,Baylor University,Waco,TX,76798,Southern Association of Colleges and Schools Commission on Colleges,www.baylor.edu/,3,4,31.546872,-97.121041,0,0,0,0.4533,29,1318,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,13948,0.6195,0.0555,0.1572,0.0718,0.0037,0.0011,0.0473,0.0389,0.005,0.0137,1,62913,47364,47364,24354,0.4194,1264,12992,3260,12020,3900
3232,Concordia University Texas,Austin,TX,78726,Southern Association of Colleges and Schools Commission on Colleges,www.concordia.edu/,3,4,30.420232,-97.835703,0,0,0,0.9045,21,1052,0,1,0,0,1,0,2,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,2,0,0,1,0,0,0,0,1,1,2,1,1808,0.4181,0.1145,0.3446,0.0409,0.0072,0.0017,0.0343,0.0006,0.0382,0.2058,1,45435,32860,32860,17026,0.551,1274,11360,3140,7509,3140
3234,Texas A & M University-Corpus Christi,Corpus Christi,TX,78412-5503,Southern Association of Colleges and Schools Commission on Colleges,www.tamucc.edu/,3,4,27.713723,-97.32395,0,0,0,0.8,22,1105,0,1,0,0,1,0,1,0,1,1,2,1,0,0,1,1,0,1,1,0,1,1,1,0,2,0,2,1,0,1,0,0,0,0,1,2,2,1,9217,0.3567,0.0486,0.5121,0.0278,0.0017,0.0003,0.0228,0.0213,0.0087,0.22,1,21541,9272,20101,7630,0.5081,1080,11024,3093,9948,3593
